SpikeTimes,ClusterIDs
40.8553915403462,7
40.8990926544336,3
40.9210932153013,7
40.9392936792919,3
40.9448438207835,3
40.9502939597258,3
41.0170456614495,3
41.0216957799966,3
41.0427963179198,7
41.0585967207248,3
41.100647792747,3
41.1990503013555,3
41.2307011082403,7
41.2541017047996,7
41.3781048660542,3
41.4039055237992,4
41.4207059520982,3
41.4335062784212,3
41.4897077111834,7
41.5819100617292,3
41.6723623676605,7
41.9424192523122,7
42.0236713236988,2
42.1202737864181,2
42.1277239763483,2
42.1420243409124,2
42.2854279967504,5
42.359029873108,3
42.5672351809565,7
42.5775854448193,7
42.5992359967641,3
42.6186864926222,7
42.8808931771461,2
42.8869933326594,2
42.9503949489783,2
43.06074776224,3
43.0731480783655,3
43.44920766538,2
43.587461189924,3
43.6567129553827,3
43.8486178476792,7
43.9235697584536,3
44.2731786711522,7
44.6609385564464,3
45.4186078719671,3
45.7898173353358,7
46.3212308828415,7
46.5956878796667,3
46.6156883895465,2
46.6394389950288,3
46.7754424622113,3
46.8524444252484,4
47.0498494577618,2
47.099400720989,2
47.8496198465794,3
48.0295744342228,3
48.0418747477988,3
48.061975260228,2
48.1080764355009,2
49.0597006955807,4
49.1716035483581,5
49.4738112526416,5
49.8931219422711,5
49.966673817354,3
50.0163750844052,5
50.037875632526,5
50.0790266816036,5
50.1163276325294,5
50.1316780238622,5
50.9284483361978,3
51.0559515866814,4
51.3728596657265,2
51.4779623451447,2
51.4850125248774,2
51.5331137511382,5
51.5706647084375,2
51.6992179856898,5
53.2205567696951,3
53.4204618659435,7
53.5964163516109,3
53.8568229902456,7
53.8814236173977,3
54.2348826282481,4
54.6637435613452,2
54.6723437805936,2
54.6751438519767,5
54.693394317242,2
54.7633961018212,5
54.7862966856336,3
54.8719488691937,3
54.8849992018903,7
54.9191000712353,5
54.9582010680503,3
54.9944019909327,5
55.1964071407184,2
55.2243578532754,3
55.3568112299543,5
55.3940121783307,3
55.6098676812082,5
55.6632190413125,5
55.8382735040352,2
55.8534738915439,2
55.8678742586573,2
55.873574403973,2
55.8824746308695,2
55.9219256366074,5
55.9313758775256,2
56.0048277500591,2
56.0414286831391,2
56.142931270779,2
56.1469813740296,2
56.1518314976755,2
56.1579816544635,2
56.1879324180085,2
56.1986326907941,2
56.2104829928979,2
56.2148831050715,2
56.2203332440137,2
56.2687344779228,2
56.2746346283373,2
56.2764346742265,3
56.2797847596313,2
56.2892850018242,2
57.7258216239393,3
57.996378521338,3
58.0774305876258,4
58.9962040102281,3
59.168408400293,2
59.2343600816216,2
59.2555606220942,2
59.3117620548564,2
59.328462480606,5
59.3963142103731,5
59.5999194009493,5
59.619919910829,5
59.7795739809444,5
59.8648761555816,2
59.9225776265848,5
60.8329508350376,3
60.9988050632157,2
61.3395637502924,4
61.3648143940156,4
61.4988678114848,4
61.5088680664247,2
61.5232184322634,5
61.5363687675094,4
61.57701980384,2
61.5879700829992,4
61.5898201301631,2
61.5930202117439,4
61.6110706719104,5
61.6271210810889,2
61.6367713271059,2
61.6466215782217,2
61.649221644506,4
61.6546217821736,4
61.6799224271715,4
61.6898726808367,2
61.6925227483958,5
61.6943727955596,2
61.6950228121307,4
61.7127732646491,5
61.7516742563652,2
61.7614745062063,2
61.8725273373138,2
62.1472343405125,2
62.5684950798554,5
63.0788580907126,4
63.7785759288567,4
64.0323323979564,5
64.1745360232016,5
64.4305425496627,4
64.5352452188834,3
64.6618984476971,3
64.6754987944153,7
64.7716512456624,7
64.833102812268,7
64.9319053310741,7
65.0056572112558,4
65.2665138613628,3
65.345165866465,3
65.7599764413716,1
66.0878848008506,3
66.3840923521701,3
66.459144265494,7
66.7693521737293,3
66.7732522731559,4
66.8221035185372,7
66.872054791962,7
66.969207268703,2
67.0471592559594,2
67.0620596358199,2
67.1429616982836,2
67.1681623407321,2
67.2764651017311,2
67.3017157454543,2
67.3056658461556,2
67.3199162094449,2
67.3396167116765,7
67.552472138072,2
67.583422927111,7
67.8419295173071,7
67.931131791371,4
67.9393820016964,4
68.1532374535859,2
68.257690116433,4
68.6729007015372,2
68.7016014332147,3
68.709201626969,3
68.7178018462173,2
68.8816560234074,2
68.8931063153136,2
68.8975064274871,2
68.91200679715,2
69.0941114396054,2
69.3529680387244,7
69.5037218819432,3
69.5259224479098,3
69.5487230291727,3
69.5727736423032,3
69.6013743714312,7
69.6121246454916,3
69.6476755518029,3
69.8528807831695,3
70.0023845945208,7
70.9510087781187,2
70.9541588584247,3
71.1169630088462,2
71.2357160362573,2
71.2463163064936,7
72.5296490229296,2
72.5713000847542,2
73.6043264200448,7
73.7891811326086,4
74.2922439573598,7
74.3055442964298,3
77.0795150142057,2
77.0956654259336,3
77.107915738235,2
77.7949332526054,3
78.0131388153937,3
78.1541424100462,3
78.1988435496275,3
78.2126939027192,3
78.4350995725824,3
78.4470498772355,3
78.7476575407286,2
78.8424099562841,2
78.8547602711348,3
78.8819609645713,2
78.8872110984148,2
78.9115117179187,2
78.9159118300922,2
78.9244620480658,2
78.9511627287553,2
78.9712132399098,2
78.9767133801268,3
78.9783634221918,2
79.0285147007154,2
79.0539153482627,2
80.1123923323753,4
80.8103101246302,7
80.8988123808482,2
80.9351633075547,2
81.7691345682667,3
81.9057380507456,2
81.9742397970839,2
81.9831900252551,2
82.2004455638242,2
82.4878528907966,3
82.6105060176343,4
82.8112611355526,4
82.8940632464549,2
82.9064635625803,3
82.9468645925375,2
83.0003159551912,3
83.0729178060548,7
83.4262768143558,2
83.4684778902021,3
83.4898284344988,4
83.5758306269818,2
83.649832513537,7
83.8587378392313,7
84.2572979998606,3
84.3874513179032,3
84.4421027111497,4
84.6647083861117,4
84.6674584562201,4
84.6733586066347,4
84.7697110629805,4
84.7731111496601,4
84.7807113434144,4
84.7894615664868,4
84.8787638431,3
84.8838139718446,4
84.956615827807,4
84.9679661171638,4
84.9793164065206,4
85.0636185556638,5
85.07506884757,7
85.0793689571941,4
85.0821190273026,3
85.1003694925679,7
85.4183775996564,3
85.693934624525,4
85.8006873460084,4
85.8067875015217,4
86.2129478559053,7
86.3211006130802,5
86.383352200081,4
86.4664543186315,5
86.490654935586,2
86.5900574696885,2
86.6552591318966,5
86.6601092555425,5
86.7466114607725,2
86.7597117947437,7
86.7730121338138,7
86.8153132122095,2
86.8728146781139,2
86.8728646793886,3
86.8900151166105,3
86.924365992329,3
87.0074681108795,5
87.0537692912512,3
87.0852200930371,3
87.106370632235,7
87.1332213167486,7
87.2057231650628,4
87.3723774136361,2
87.3762275117879,5
87.4214286641162,5
87.4446292555767,2
87.4531794735503,2
87.5273313639296,2
87.5305814467851,5
87.5358815819032,2
87.5669823747663,2
87.5702324576218,3
87.6729850771291,2
87.6965356775126,2
87.8796403454619,2
87.9418419311881,5
87.9626924627377,7
87.9986433792466,2
88.0281441313193,2
88.03634434037,2
88.0649450694981,2
88.2159489190904,3
88.3243516826388,7
88.3538524347115,3
88.3899533550445,5
88.4089538394303,3
88.4108038865942,7
88.4381545838547,7
88.506156317446,5
88.9870685775053,5
89.0090191370983,3
89.1005214697983,5
89.6709360115696,3
89.7522380842309,3
89.9734937247759,3
90.2010495259331,2
90.8381657681534,5
91.0072200779123,5
91.2985775055859,3
91.4292808376503,5
91.5252832850732,3
91.5812347114619,2
91.641786255123,3
91.7263384106397,3
91.786339940279,3
91.7970902143394,7
91.8136406362649,3
91.8226908669855,3
91.8444914227545,3
91.8473414954124,2
91.8586417834944,2
91.9023928988564,3
92.0569968402271,7
92.349654301043,2
92.742614318906,7
92.8352166796493,5
92.9076685266888,5
92.9115186248407,5
92.9443194610435,5
92.9471195324267,3
92.9659700129884,2
93.1672751449284,7
93.2783279760358,5
93.280128021925,2
93.292778344424,2
93.4827331870071,5
93.5201341404823,2
93.715339116909,3
93.7242893450802,3
94.0846985331138,5
94.1258995834661,7
94.4914589027938,7
94.7970166924821,3
94.8084169831136,4
94.851268075531,7
94.8672184821601,7
94.8749186784638,7
94.8884190226327,3
94.9754712418844,3
94.9978218116751,4
95.1893766950487,7
95.222927550372,7
95.3907318282633,2
95.9804468620686,3
96.0130976944473,3
96.0305981405921,3
96.1572513694058,3
96.1952523381774,3
96.2294032087971,3
96.6652143190775,4
96.7547666020642,7
96.8110180361011,3
96.8828198665695,7
96.8898700463021,2
97.2538793261141,3
97.8180437085479,7
97.8939456435417,7
97.9021958538671,3
97.9201963127589,7
97.9260964631734,3
97.9369967410579,3
98.0061485039672,7
98.0606998946643,2
98.0689501049897,2
98.0848005090695,2
98.3153563867086,3
98.4163589616015,7
98.434409421768,3
98.4798105791951,3
98.491310872376,3
98.5162115071763,3
98.5286618245764,2
98.6207641725728,3
98.6696154179542,4
98.704916317892,2
98.7700179775507,4
98.7722680349121,2
98.8818708290533,4
98.8956211795957,4
98.983073409045,4
98.9924736486885,4
99.0363247665999,2
99.2496302044678,4
99.2712307551379,4
99.4709858475622,3
99.4920863854854,2
99.495136463242,2
99.5311373810256,2
99.5527379316958,2
99.5560880171007,2
99.7900439814194,2
100.519612580559,2
100.540313108285,2
100.80551986929,2
100.826520404664,2
100.829470479871,2
100.991674614996,3
100.997024751389,2
101.001324861013,2
101.224680555096,3
101.295282354971,5
101.339883492003,3
101.395634913293,2
101.5732894423,3
101.631140917128,4
101.638091094311,4
101.647541335229,4
101.655241531533,4
101.666441817065,3
101.867396940083,4
101.873197087948,5
101.878897233263,3
101.87949724856,4
101.883347346712,4
101.887347448688,4
101.994250173995,4
102.019700822817,4
102.176054808802,3
102.464312157445,3
103.129429113497,7
103.547689776357,2
104.158605350635,2
104.251657722851,3
104.276058344904,2
104.295758847136,2
104.299858951661,2
104.306309116097,2
105.180831410591,7
105.247783117413,2
105.94295083956,4
105.949801014194,4
105.970351538095,5
105.997602232806,3
106.028703025669,3
106.157756315669,2
106.318510413827,2
106.401912540026,3
106.540766079866,4
106.911025519016,3
107.197682826868,5
107.325186077351,7
107.947901952458,5
108.144056953104,5
108.577167994551,5
108.699821121388,2
108.816424093987,2
108.819374169195,4
108.942777315153,4
108.945127375064,4
108.969477995842,4
109.035179670798,4
109.053880147535,4
109.072780629372,4
109.076980736446,4
109.081980863916,4
109.195583760033,4
109.85245050576,5
110.062105850575,5
110.194059214507,3
111.728448331208,3
112.297012825816,4
112.307763099876,4
112.501368035513,4
112.712423416019,4
112.719173588103,4
112.72637377166,4
112.923728802899,4
112.931328996653,4
112.956329634003,4
112.969679974348,4
113.018681223553,4
113.048981996021,4
113.050382031712,2
113.093733136877,4
113.101683339554,2
113.109583540957,2
113.110033552429,4
113.137484252239,4
113.181685379073,4
113.221786401382,3
113.233886709859,4
113.236636779968,4
113.243636958426,4
113.246887041281,4
113.271887678631,4
113.279037860913,4
113.302938470219,3
113.344289524396,4
113.346639584307,5
113.349389654415,4
113.355239803555,4
113.365540066143,4
113.42009145684,4
113.428841679913,4
113.431741753845,4
113.434741830327,4
113.456142375898,4
113.460392484248,4
113.467742671629,4
113.471592769781,2
113.481343018347,2
113.508193702861,2
113.532894332562,2
113.541744558184,2
113.611246330016,3
114.166960497026,7
114.271163153499,7
114.303563979505,3
114.351865210864,7
114.40906666912,2
114.482518541654,7
114.885878824654,3
115.009731982085,2
115.352040708677,2
115.614647403399,2
115.845603291236,4
115.850403413607,4
116.583972114722,7
117.088584978989,2
117.193037641836,3
117.206737991104,2
118.235064206573,3
118.249314569862,7
119.102586322608,2
119.8443052315,3
120.585274121271,3
120.629275243006,3
121.194739658582,3
121.321342886121,2
122.060911740201,2
122.614575854948,2
122.760079564323,2
123.742904619815,2
124.523924530621,4
124.534924811055,3
124.579675951911,2
124.84843280342,4
126.089364438911,7
126.316770236244,7
126.491674695143,7
126.560726455503,3
126.59112723052,3
126.611827758246,3
126.663429073735,3
128.254069624474,3
128.433924209568,3
128.676930404607,2
128.680030483639,4
128.685130613658,2
128.774432890271,4
129.011538934896,4
129.019189129925,4
129.035989558224,4
129.155342600932,4
129.190493497045,4
129.205843888378,4
129.211744038793,4
129.245844908138,4
129.252195070025,4
129.257095194945,4
129.260095271427,4
129.268045474104,4
129.339347291826,4
129.341647350462,4
129.343897407823,4
129.352997639819,4
129.356147720125,4
129.358747786409,4
129.362347878187,4
129.370848094886,4
129.374998200686,4
129.408899064933,4
129.411499131217,4
129.414049196227,4
129.422049400179,4
129.426899523824,4
129.431449639822,4
129.458700334533,4
129.460850389345,5
129.463900467102,4
129.46920060222,4
129.473900722042,4
129.5058015353,4
129.506501553146,2
129.525202029884,4
129.52740208597,4
129.530202157353,4
129.541452444161,4
129.545052535939,4
129.549902659585,4
129.559152895404,4
129.568653137597,4
129.573053249771,4
129.576953349197,4
129.60485406048,4
129.607104117841,4
129.613354277179,4
129.616804365133,4
129.630754720774,4
129.63390480108,4
129.639204936198,4
129.655755358124,4
129.663205548054,4
129.669155699743,4
129.804159141432,4
129.895711475406,3
129.969213349215,3
130.168118419969,7
130.309272018446,3
130.334372658345,2
130.338172755222,4
130.343922901812,4
130.348623021634,4
130.355673201367,4
130.476176273392,3
130.759183488191,4
130.765883659001,4
130.77193381324,4
130.77768395983,4
130.785034147211,4
130.802434590806,3
130.8492857852,3
130.85163584511,4
130.901187108338,4
130.938788066912,4
130.959288589538,3
131.260796275976,4
131.265246389424,4
131.276296671133,2
131.459251335258,4
131.613405265156,7
131.620805453812,3
131.647306129403,3
131.697007396454,3
131.707257657767,7
131.709907725326,3
131.721608023606,3
131.737258422587,7
131.817360464656,7
131.825860681354,7
131.89891254369,4
131.902962646941,4
131.917463016604,4
131.920763100734,4
131.95051385918,2
131.955913996848,2
132.007365308513,4
132.015615518839,2
132.026315791625,2
132.059916648223,2
132.069416890415,2
132.072616971996,2
132.130368444274,4
132.20832043153,3
132.273522093739,2
132.301122797373,3
132.326323439821,3
132.350074045303,2
132.353874142181,2
132.420875850278,2
132.447976541165,2
132.459576836895,2
132.468027052319,3
132.474427215481,2
132.512728191901,2
132.521428413698,2
132.530528645694,2
132.534878756593,2
132.565479536709,2
132.626331088018,2
132.632681249905,2
132.728733698602,2
132.77978500007,3
133.019841119903,5
133.03609153418,4
133.147694379309,3
133.198895684601,5
133.28219780825,4
133.516103771294,4
133.52265393828,4
133.622056472383,4
133.644107034525,4
133.791460791064,4
133.835711919173,4
133.839512016051,4
133.846862203431,4
133.861412574369,4
133.892463365957,4
133.90196360815,4
133.904763679533,4
133.943114657228,5
133.949014807642,4
134.007666302865,4
134.013816459653,4
134.02016662154,4
134.027816816569,4
134.055717527851,4
134.07666806195,3
134.14826988732,4
134.151419967626,4
134.154170037734,4
134.166020339838,4
134.169620431616,4
134.17817064959,4
134.181870743918,5
134.284423358326,4
134.287073425885,4
134.298173708869,4
134.300723773878,5
134.39447616394,4
134.597731345593,3
135.156795598007,4
135.162095733126,4
135.654908296563,7
136.604932515853,7
137.526356006014,4
138.300075730713,2
138.319076215099,3
138.639484383373,5
139.855665387888,2
139.919117005481,2
139.998469028429,2
140.022219633912,2
140.05412044717,3
140.117672067313,4
140.211874468847,2
140.420629790717,7
140.786339113869,2
140.948493247719,3
141.532258129835,4
141.538408286623,2
141.567759034872,2
141.572359152144,2
141.674911766552,3
141.939518512262,2
142.078272049553,4
142.381379776781,7
142.468231990934,7
142.865892128619,4
142.869692225496,4
143.066097232515,4
143.07114736126,4
143.140599131817,7
143.47790773094,3
143.582860406534,4
143.590060590091,4
143.792415748799,4
144.005371177744,5
144.173675468383,4
144.196726056019,4
144.20737632753,4
144.210876416759,4
144.300828709943,4
145.454458119809,7
146.378731682628,3
146.401232256243,3
146.769791652053,3
146.909095203365,3
147.026348192535,3
147.820368434763,3
148.02037353356,3
149.131901870129,4
149.135151952985,4
150.020824531736,4
150.149677816636,7
150.152327884195,4
150.636140218187,3
150.894846813482,4
150.901046971545,4
150.906947121959,4
151.087051713427,4
151.090101791183,4
151.097451978564,4
151.102252100935,4
151.193404424713,4
151.196704508843,4
151.197554530513,2
151.202604659257,4
151.207304779079,2
151.213254930768,4
151.310107399861,4
151.319307634406,4
151.331107935235,4
151.423160281956,4
151.481911779728,2
151.634765676485,3
151.704417452141,2
151.80517002066,3
151.806720060176,2
151.811720187646,2
151.98732466439,2
152.009325225258,4
152.014725362926,5
152.050576276885,2
152.084077130934,2
152.148428771472,2
152.160029067202,2
152.165229199771,2
152.212730410735,2
152.217280526733,2
152.232930925714,2
152.23938109015,3
152.24108113349,2
152.350733928906,2
152.35833412266,2
152.402135239297,4
152.553339093988,3
152.624890918083,4
152.675442206804,2
152.975099846078,4
153.165954711606,3
153.328008842907,3
153.36325974157,3
153.783870464341,5
154.101628565056,5
154.600741289106,5
154.627141962148,4
154.762795420407,3
154.908849143804,5
155.162105600157,5
155.365910795832,5
155.560565758237,7
155.673268631409,3
155.694219165508,3
155.711719611653,7
155.730220083292,3
155.738520294892,3
155.757320774179,3
155.770321105601,7
155.791471644799,3
155.806722033582,7
155.812722186546,7
155.814672236259,5
155.840122885081,3
155.862573457422,3
155.874223754426,3
155.884324011916,7
155.888924129188,3
155.893774252834,3
155.908024616123,7
155.936775349075,3
155.988976679862,3
156.035277860233,3
156.084579117087,3
156.09162929682,7
156.10662967923,3
156.114579881907,3
156.126780192933,3
156.132980350996,3
156.150980809888,5
156.176831468908,5
156.1780314995,3
156.288434314037,7
156.302334668403,3
156.327585312126,3
156.341735672866,3
156.381636690076,3
156.454388544764,3
156.526990395628,3
156.553941082691,3
156.577291677975,3
156.62554290806,3
156.668544004302,3
156.714195168102,2
156.778596809915,3
156.917550352305,3
156.96580158239,4
157.130805788898,7
157.410612922116,3
157.674969661452,3
157.683319874327,7
157.693170125443,7
157.710720572862,7
157.742221375923,3
157.756971751959,7
157.782372399507,7
157.804822971847,7
157.841373903652,7
157.863424465795,3
157.899575387402,7
157.935476302636,3
158.170632297548,3
158.184632654464,7
158.206383208958,3
158.244884190477,5
158.263584667214,2
158.676745200056,3
158.684695402733,3
158.798548305224,3
158.966702592038,3
159.334361964903,7
159.371962923477,7
159.456865087916,2
159.464165274023,2
159.499266168862,3
159.557917664084,3
159.691421067532,3
159.794673699786,3
159.808224045229,7
160.073430806235,4
161.346613263907,7
161.361863652691,3
161.485866813945,4
161.601869771248,4
161.664271362073,4
161.822125386299,4
161.848476058066,4
161.91927786304,4
162.037330872605,4
162.235835933162,2
162.253986395878,2
162.555344078492,5
162.56564434108,4
162.568044402265,4
162.576994630437,4
162.582744777027,4
162.585694852234,4
163.076557365959,4
163.117358406114,7
163.156109394006,4
163.345564223842,4
163.674672613914,5
163.715523655343,4
163.867827538078,4
163.87402769614,4
163.876827767523,4
163.882727917938,4
163.889678095121,2
163.907278543815,4
163.909728606276,4
163.912478676384,5
163.927479058794,4
163.930979148023,5
163.966780060708,2
164.132534286336,4
164.150384741404,2
164.240187030764,4
164.244637144213,4
164.292538365375,4
164.337689516428,4
164.340439586537,4
164.349539818532,4
164.362990161426,4
164.367590278698,4
164.377340527265,4
164.397591043518,4
164.401991155692,4
164.405191237272,4
164.471042916052,4
164.628696935179,7
165.01110668408,2
165.019956909702,2
165.065508070953,2
165.116709376246,2
165.121409496067,2
165.16261054642,2
165.16591063055,2
165.197461434885,2
165.225612152541,2
165.276913460383,4
165.315864453373,3
165.373515923102,4
165.49201894414,4
165.499619137894,4
165.71237456174,4
165.720524769516,4
165.724274865119,4
165.730925034654,4
165.779576274936,2
165.97113115831,4
166.447843311294,5
166.642998286446,3
166.706049893842,2
166.751901062742,4
166.758851239925,4
166.764451382691,2
166.774951650378,4
166.85115359302,4
166.853853661854,4
166.86775401622,4
166.89275465357,2
167.071709215719,2
167.166261626176,2
167.195862380798,2
167.206662656133,2
167.210062742813,2
167.311915339375,2
167.325715691192,2
167.472319428611,4
167.475219502544,4
167.481219655508,4
167.576522085085,4
167.583622266092,4
167.58647233875,4
167.683124802744,4
167.691525016894,4
167.699525220845,4
167.926281001607,4
168.252989330494,2
168.840954319684,2
169.216263887578,7
170.375993452957,5
170.38474367603,2
170.492346419183,3
171.222965045091,4
171.923932915103,4
172.167739130537,4
172.27129177044,3
173.214915826568,7
173.454321929829,5
173.457172002487,3
173.55307444736,4
173.718578666615,3
173.937284242151,5
174.060437381735,4
174.071137654521,4
174.217441384292,3
174.566050271496,5
174.679503163789,4
174.792206036962,4
174.906358947101,4
175.391771321883,2
175.673978516287,3
176.099789371627,3
176.2249425622,3
176.545300729199,3
176.662203709446,2
177.382122062569,2
177.503125147342,2
177.62397822829,2
177.735331067046,2
177.743831283745,2
177.748681407391,2
177.761531734988,4
177.76208174901,3
177.793482549521,3
177.918285731171,2
179.747782371149,4
179.851235008502,4
180.885061364188,3
181.268771146232,7
181.483276614692,7
181.980939301776,2
182.217795340027,2
182.63075586777,4
182.699107610284,7
182.915763133557,7
183.112568150774,3
183.206320540835,4
183.444876622426,3
183.55152934136,2
183.911288512823,7
183.962689823214,2
184.011441066046,2
184.107743521117,2
184.113643671531,2
184.390650733366,2
184.473652849367,2
184.479052987035,2
184.494303375818,2
184.70945886085,2
184.757060074364,2
184.784460772899,2
184.801311202473,2
184.806861343965,2
184.811111452314,2
184.854962570225,2
184.879463194828,2
185.200221372025,2
185.204671485473,2
185.470578264325,2
185.473178330609,2
185.478278460629,2
185.511329303205,4
185.532529843678,2
185.535929930357,2
185.543380120287,2
185.568580762736,2
186.199796854542,5
186.648608296244,7
186.660208591974,2
186.760161140098,2
186.808962384205,2
186.892164505305,4
186.915865109512,2
186.995617142658,4
187.000967279051,4
187.011117537815,4
187.081119322394,4
187.183621935528,7
187.199572342157,2
187.242073425652,2
187.281174422467,2
187.284474506597,2
187.288424607298,2
187.308175110804,2
187.377576880087,2
187.380726960393,2
187.388727164345,2
187.396877372121,2
187.413827804244,2
187.432678284806,7
187.446378634074,2
187.45197877684,2
187.731135893487,7
187.743136199415,7
187.756086529562,3
187.832188469655,7
187.861939228101,3
187.880039689542,2
187.943441305861,7
187.952491536581,3
